year,id,date
1971,1,1971-12-31 00:00:00
1971,6,1971-12-31 00:00:00
1971,146,1971-12-31 00:00:00
1971,148,1971-12-31 00:00:00
1971,24,1971-12-31 00:00:00
1971,65,1971-12-31 00:00:00
1971,131,1971-12-31 00:00:00
1971,96,1971-12-31 00:00:00
1971,38,1971-12-31 00:00:00
1971,126,1971-12-31 00:00:00
1971,46,1971-12-31 00:00:00
1971,70,1971-12-31 00:00:00
1971,115,1971-12-31 00:00:00
1971,75,1971-12-31 00:00:00
1971,69,1971-12-31 00:00:00
1971,86,1971-12-31 00:00:00
1971,21,1971-12-31 00:00:00
1971,120,1971-12-31 00:00:00
1971,20,1971-12-31 00:00:00
1971,47,1971-12-31 00:00:00
1971,90,1971-12-31 00:00:00
1971,112,1971-12-31 00:00:00
1971,63,1971-12-31 00:00:00
1971,141,1971-12-31 00:00:00
1971,72,1971-12-31 00:00:00
1971,14,1971-12-31 00:00:00
1971,18,1971-12-31 00:00:00
1971,77,1971-12-31 00:00:00
1971,122,1971-12-31 00:00:00
1971,58,1971-12-31 00:00:00
1971,124,1971-12-31 00:00:00
1971,11,1971-12-31 00:00:00
1971,54,1971-12-31 00:00:00
1971,142,1971-12-31 00:00:00
1971,81,1971-12-31 00:00:00
1971,113,1971-12-31 00:00:00
1971,92,1971-12-31 00:00:00
1971,94,1971-12-31 00:00:00
1971,17,1971-12-31 00:00:00
1971,71,1971-12-31 00:00:00
1971,91,1971-12-31 00:00:00
1971,26,1971-12-31 00:00:00
1971,114,1971-12-31 00:00:00
1971,60,1971-12-31 00:00:00
1971,33,1971-12-31 00:00:00
1971,3,1971-12-31 00:00:00
1971,99,1971-12-31 00:00:00
1971,87,1971-12-31 00:00:00
1971,129,1971-12-31 00:00:00
1971,153,1971-12-31 00:00:00
1971,145,1971-12-31 00:00:00
1971,82,1971-12-31 00:00:00
1971,7,1971-12-31 00:00:00
1971,119,1971-12-31 00:00:00
1971,44,1971-12-31 00:00:00
1971,51,1971-12-31 00:00:00
1971,117,1971-12-31 00:00:00
1971,68,1971-12-31 00:00:00
1971,27,1971-12-31 00:00:00
1971,76,1971-12-31 00:00:00
1971,100,1971-12-31 00:00:00
1971,143,1971-12-31 00:00:00
1971,130,1971-12-31 00:00:00
1971,59,1971-12-31 00:00:00
1971,109,1971-12-31 00:00:00
1971,123,1971-12-31 00:00:00
1971,140,1971-12-31 00:00:00
1971,40,1971-12-31 00:00:00
1971,64,1971-12-31 00:00:00
1971,19,1971-12-31 00:00:00
1971,37,1971-12-31 00:00:00
1971,111,1971-12-31 00:00:00
1971,79,1971-12-31 00:00:00
1971,13,1971-12-31 00:00:00
1971,55,1971-12-31 00:00:00
1971,10,1971-12-31 00:00:00
1971,104,1971-12-31 00:00:00
1971,73,1971-12-31 00:00:00
1971,5,1971-12-31 00:00:00
1971,22,1971-12-31 00:00:00
1971,39,1971-12-31 00:00:00
1971,135,1971-12-31 00:00:00
1971,15,1971-12-31 00:00:00
1971,139,1971-12-31 00:00:00
1971,28,1971-12-31 00:00:00
1971,108,1971-12-31 00:00:00
1971,12,1971-12-31 00:00:00
1971,32,1971-12-31 00:00:00
1971,41,1971-12-31 00:00:00
1971,57,1971-12-31 00:00:00
1971,137,1971-12-31 00:00:00
1971,23,1971-12-31 00:00:00
1971,62,1971-12-31 00:00:00
1971,106,1971-12-31 00:00:00
1971,118,1971-12-31 00:00:00
1971,42,1971-12-31 00:00:00
1971,105,1971-12-31 00:00:00
1971,35,1971-12-31 00:00:00
1971,127,1971-12-31 00:00:00
1971,78,1971-12-31 00:00:00
1971,36,1971-12-31 00:00:00
1971,80,1971-12-31 00:00:00
1971,8,1971-12-31 00:00:00
1971,101,1971-12-31 00:00:00
1971,125,1971-12-31 00:00:00
1971,83,1971-12-31 00:00:00
1971,147,1971-12-31 00:00:00
1971,74,1971-12-31 00:00:00
1971,85,1971-12-31 00:00:00
1971,133,1971-12-31 00:00:00
1971,31,1971-12-31 00:00:00
1971,4,1971-12-31 00:00:00
1971,97,1971-12-31 00:00:00
1971,121,1971-12-31 00:00:00
1971,95,1971-12-31 00:00:00
1971,16,1971-12-31 00:00:00
1971,151,1971-12-31 00:00:00
1971,102,1971-12-31 00:00:00
1971,52,1971-12-31 00:00:00
1971,149,1971-12-31 00:00:00
1971,93,1971-12-31 00:00:00
1971,45,1971-12-31 00:00:00
1971,110,1971-12-31 00:00:00
1971,107,1971-12-31 00:00:00
1971,29,1971-12-31 00:00:00
1971,56,1971-12-31 00:00:00
1971,84,1971-12-31 00:00:00
1971,25,1971-12-31 00:00:00
1971,150,1971-12-31 00:00:00
1971,136,1971-12-31 00:00:00
1971,49,1971-12-31 00:00:00
1971,98,1971-12-31 00:00:00
1971,43,1971-12-31 00:00:00
1971,88,1971-12-31 00:00:00
1971,144,1971-12-31 00:00:00
1971,67,1971-12-31 00:00:00
1971,134,1971-12-31 00:00:00
1971,132,1971-12-31 00:00:00
1971,138,1971-12-31 00:00:00
1971,89,1971-12-31 00:00:00
1971,61,1971-12-31 00:00:00
1971,53,1971-12-31 00:00:00
1971,66,1971-12-31 00:00:00
1971,48,1971-12-31 00:00:00
1971,50,1971-12-31 00:00:00
1971,152,1971-12-31 00:00:00
1971,2,1971-12-31 00:00:00
1971,9,1971-12-31 00:00:00
1971,103,1971-12-31 00:00:00
1971,30,1971-12-31 00:00:00
1971,116,1971-12-31 00:00:00
1971,34,1971-12-31 00:00:00
1971,128,1971-12-31 00:00:00
1972,131,1972-12-04 00:00:00
1972,56,1972-12-31 00:00:00
1972,11,1972-12-31 00:00:00
1972,118,1972-12-31 00:00:00
1972,142,1972-12-31 00:00:00
1972,55,1972-12-31 00:00:00
1972,45,1972-12-31 00:00:00
1972,129,1972-12-31 00:00:00
1972,20,1972-12-31 00:00:00
1972,23,1972-12-31 00:00:00
1972,62,1972-12-31 00:00:00
1972,61,1972-12-31 00:00:00
1972,124,1972-12-31 00:00:00
1972,47,1972-12-31 00:00:00
1972,139,1972-12-31 00:00:00
1972,98,1972-12-31 00:00:00
1972,31,1972-12-31 00:00:00
1972,1,1972-12-31 00:00:00
1972,74,1972-12-31 00:00:00
1972,35,1972-12-31 00:00:00
1972,128,1972-12-31 00:00:00
1972,2,1972-12-31 00:00:00
1972,12,1972-12-31 00:00:00
1972,33,1972-12-31 00:00:00
1972,77,1972-12-31 00:00:00
1972,46,1972-12-31 00:00:00
1972,120,1972-12-31 00:00:00
1972,44,1972-12-31 00:00:00
1972,91,1972-12-31 00:00:00
1972,103,1972-12-31 00:00:00
1972,21,1972-12-31 00:00:00
1972,111,1972-12-31 00:00:00
1972,51,1972-12-31 00:00:00
1972,25,1972-12-31 00:00:00
1972,85,1972-12-31 00:00:00
1972,105,1972-12-31 00:00:00
1972,87,1972-12-31 00:00:00
1972,107,1972-12-31 00:00:00
1972,68,1972-12-31 00:00:00
1972,135,1972-12-31 00:00:00
1972,145,1972-12-31 00:00:00
1972,136,1972-12-31 00:00:00
1972,59,1972-12-31 00:00:00
1972,34,1972-12-31 00:00:00
1972,22,1972-12-31 00:00:00
1972,127,1972-12-31 00:00:00
1972,48,1972-12-31 00:00:00
1972,75,1972-12-31 00:00:00
1972,84,1972-12-31 00:00:00
1972,104,1972-12-31 00:00:00
1972,123,1972-12-31 00:00:00
1972,63,1972-12-31 00:00:00
1972,92,1972-12-31 00:00:00
1972,18,1972-12-31 00:00:00
1972,99,1972-12-31 00:00:00
1972,119,1972-12-31 00:00:00
1972,83,1972-12-31 00:00:00
1972,3,1972-12-31 00:00:00
1972,36,1972-12-31 00:00:00
1972,58,1972-12-31 00:00:00
1972,137,1972-12-31 00:00:00
1972,13,1972-12-31 00:00:00
1972,64,1972-12-31 00:00:00
1972,50,1972-12-31 00:00:00
1972,14,1972-12-31 00:00:00
1972,95,1972-12-31 00:00:00
1972,37,1972-12-31 00:00:00
1972,144,1972-12-31 00:00:00
1972,115,1972-12-31 00:00:00
1972,10,1972-12-31 00:00:00
1972,19,1972-12-31 00:00:00
1972,4,1972-12-31 00:00:00
1972,43,1972-12-31 00:00:00
1972,93,1972-12-31 00:00:00
1972,60,1972-12-31 00:00:00
1972,121,1972-12-31 00:00:00
1972,9,1972-12-31 00:00:00
1972,8,1972-12-31 00:00:00
1972,72,1972-12-31 00:00:00
1972,113,1972-12-31 00:00:00
1972,76,1972-12-31 00:00:00
1972,146,1972-12-31 00:00:00
1972,29,1972-12-31 00:00:00
1972,52,1972-12-31 00:00:00
1972,134,1972-12-31 00:00:00
1972,112,1972-12-31 00:00:00
1972,116,1972-12-31 00:00:00
1972,57,1972-12-31 00:00:00
1972,138,1972-12-31 00:00:00
1972,133,1972-12-31 00:00:00
1972,41,1972-12-31 00:00:00
1972,88,1972-12-31 00:00:00
1972,6,1972-12-31 00:00:00
1972,54,1972-12-31 00:00:00
1972,71,1972-12-31 00:00:00
1972,86,1972-12-31 00:00:00
1972,69,1972-12-31 00:00:00
1972,40,1972-12-31 00:00:00
1972,106,1972-12-31 00:00:00
1972,32,1972-12-31 00:00:00
1972,27,1972-12-31 00:00:00
1972,122,1972-12-31 00:00:00
1972,73,1972-12-31 00:00:00
1972,30,1972-12-31 00:00:00
1972,90,1972-12-31 00:00:00
1972,110,1972-12-31 00:00:00
1972,38,1972-12-31 00:00:00
1972,16,1972-12-31 00:00:00
1972,141,1972-12-31 00:00:00
1972,148,1972-12-31 00:00:00
1972,82,1972-12-31 00:00:00
1972,7,1972-12-31 00:00:00
1972,24,1972-12-31 00:00:00
1972,125,1972-12-31 00:00:00
1972,80,1972-12-31 00:00:00
1972,101,1972-12-31 00:00:00
1972,81,1972-12-31 00:00:00
1972,26,1972-12-31 00:00:00
1972,114,1972-12-31 00:00:00
1972,100,1972-12-31 00:00:00
1972,143,1972-12-31 00:00:00
1972,132,1972-12-31 00:00:00
