year,id,date
1972,94,1972-12-31 00:00:00
1972,39,1972-12-31 00:00:00
1972,108,1972-12-31 00:00:00
1972,67,1972-12-31 00:00:00
1972,78,1972-12-31 00:00:00
1972,117,1972-12-31 00:00:00
1972,97,1972-12-31 00:00:00
1972,17,1972-12-31 00:00:00
1972,140,1972-12-31 00:00:00
1972,102,1972-12-31 00:00:00
1972,49,1972-12-31 00:00:00
1972,96,1972-12-31 00:00:00
1972,126,1972-12-31 00:00:00
1972,79,1972-12-31 00:00:00
1972,70,1972-12-31 00:00:00
1972,15,1972-12-31 00:00:00
1972,130,1972-12-31 00:00:00
1972,89,1972-12-31 00:00:00
1972,53,1972-12-31 00:00:00
1972,5,1972-12-31 00:00:00
1972,42,1972-12-31 00:00:00
1972,109,1972-12-31 00:00:00
1972,147,1972-12-31 00:00:00
1972,65,1972-12-31 00:00:00
1972,66,1972-12-31 00:00:00
1972,28,1972-12-31 00:00:00
1973,59,1973-12-31 00:00:00
1973,102,1973-12-31 00:00:00
1973,42,1973-12-31 00:00:00
1973,156,1973-12-31 00:00:00
1973,49,1973-12-31 00:00:00
1973,60,1973-12-31 00:00:00
1973,72,1973-12-31 00:00:00
1973,82,1973-12-31 00:00:00
1973,81,1973-12-31 00:00:00
1973,8,1973-12-31 00:00:00
1973,148,1973-12-31 00:00:00
1973,110,1973-12-31 00:00:00
1973,43,1973-12-31 00:00:00
1973,91,1973-12-31 00:00:00
1973,120,1973-12-31 00:00:00
1973,66,1973-12-31 00:00:00
1973,93,1973-12-31 00:00:00
1973,144,1973-12-31 00:00:00
1973,22,1973-12-31 00:00:00
1973,52,1973-12-31 00:00:00
1973,128,1973-12-31 00:00:00
1973,62,1973-12-31 00:00:00
1973,37,1973-12-31 00:00:00
1973,65,1973-12-31 00:00:00
1973,24,1973-12-31 00:00:00
1973,79,1973-12-31 00:00:00
1973,12,1973-12-31 00:00:00
1973,19,1973-12-31 00:00:00
1973,6,1973-12-31 00:00:00
1973,158,1973-12-31 00:00:00
1973,146,1973-12-31 00:00:00
1973,88,1973-12-31 00:00:00
1973,105,1973-12-31 00:00:00
1973,89,1973-12-31 00:00:00
1973,130,1973-12-31 00:00:00
1973,41,1973-12-31 00:00:00
1973,57,1973-12-31 00:00:00
1973,45,1973-12-31 00:00:00
1973,111,1973-12-31 00:00:00
1973,96,1973-12-31 00:00:00
1973,149,1973-12-31 00:00:00
1973,124,1973-12-31 00:00:00
1973,26,1973-12-31 00:00:00
1973,29,1973-12-31 00:00:00
1973,151,1973-12-31 00:00:00
1973,18,1973-12-31 00:00:00
1973,129,1973-12-31 00:00:00
1973,108,1973-12-31 00:00:00
1973,99,1973-12-31 00:00:00
1973,78,1973-12-31 00:00:00
1973,35,1973-12-31 00:00:00
1973,83,1973-12-31 00:00:00
1973,31,1973-12-31 00:00:00
1973,85,1973-12-31 00:00:00
1973,55,1973-12-31 00:00:00
1973,92,1973-12-31 00:00:00
1973,101,1973-12-31 00:00:00
1973,39,1973-12-31 00:00:00
1973,155,1973-12-31 00:00:00
1973,76,1973-12-31 00:00:00
1973,20,1973-12-31 00:00:00
1973,152,1973-12-31 00:00:00
1973,40,1973-12-31 00:00:00
1973,51,1973-12-31 00:00:00
1973,7,1973-12-31 00:00:00
1973,67,1973-12-31 00:00:00
1973,34,1973-12-31 00:00:00
1973,139,1973-12-31 00:00:00
1973,116,1973-12-31 00:00:00
1973,5,1973-12-31 00:00:00
1973,4,1973-12-31 00:00:00
1973,115,1973-12-31 00:00:00
1973,94,1973-12-31 00:00:00
1973,17,1973-12-31 00:00:00
1973,53,1973-12-31 00:00:00
1973,68,1973-12-31 00:00:00
1973,133,1973-12-31 00:00:00
1973,97,1973-12-31 00:00:00
1973,56,1973-12-31 00:00:00
1973,157,1973-12-31 00:00:00
1973,54,1973-12-31 00:00:00
1973,109,1973-12-31 00:00:00
1973,141,1973-12-31 00:00:00
1973,127,1973-12-31 00:00:00
1973,90,1973-12-31 00:00:00
1973,134,1973-12-31 00:00:00
1973,154,1973-12-31 00:00:00
1973,63,1973-12-31 00:00:00
1973,10,1973-12-31 00:00:00
1973,103,1973-12-31 00:00:00
1973,73,1973-12-31 00:00:00
1973,160,1973-12-31 00:00:00
1973,32,1973-12-31 00:00:00
1973,44,1973-12-31 00:00:00
1973,25,1973-12-31 00:00:00
1973,38,1973-12-31 00:00:00
1973,3,1973-12-31 00:00:00
1973,126,1973-12-31 00:00:00
1973,150,1973-12-31 00:00:00
1973,122,1973-12-31 00:00:00
1973,23,1973-12-31 00:00:00
1973,131,1973-12-31 00:00:00
1973,98,1973-12-31 00:00:00
1973,74,1973-12-31 00:00:00
1973,70,1973-12-31 00:00:00
1973,15,1973-12-31 00:00:00
1973,117,1973-12-31 00:00:00
1973,1,1973-12-31 00:00:00
1973,87,1973-12-31 00:00:00
1973,135,1973-12-31 00:00:00
1973,33,1973-12-31 00:00:00
1973,77,1973-12-31 00:00:00
1973,71,1973-12-31 00:00:00
1973,11,1973-12-31 00:00:00
1973,153,1973-12-31 00:00:00
1973,138,1973-12-31 00:00:00
1973,75,1973-12-31 00:00:00
1973,107,1973-12-31 00:00:00
1973,161,1973-12-31 00:00:00
1973,61,1973-12-31 00:00:00
1973,114,1973-12-31 00:00:00
1973,28,1973-12-31 00:00:00
1973,123,1973-12-31 00:00:00
1973,95,1973-12-31 00:00:00
1973,125,1973-12-31 00:00:00
1973,132,1973-12-31 00:00:00
1973,47,1973-12-31 00:00:00
1973,136,1973-12-31 00:00:00
1973,112,1973-12-31 00:00:00
1973,118,1973-12-31 00:00:00
1973,104,1973-12-31 00:00:00
1973,46,1973-12-31 00:00:00
1973,80,1973-12-31 00:00:00
1973,121,1973-12-31 00:00:00
1973,113,1973-12-31 00:00:00
1973,48,1973-12-31 00:00:00
1973,64,1973-12-31 00:00:00
1973,86,1973-12-31 00:00:00
1973,147,1973-12-31 00:00:00
1973,50,1973-12-31 00:00:00
1973,142,1973-12-31 00:00:00
1973,13,1973-12-31 00:00:00
1973,119,1973-12-31 00:00:00
1973,140,1973-12-31 00:00:00
1973,145,1973-12-31 00:00:00
1973,159,1973-12-31 00:00:00
1973,16,1973-12-31 00:00:00
1973,58,1973-12-31 00:00:00
1973,36,1973-12-31 00:00:00
1973,137,1973-12-31 00:00:00
1973,2,1973-12-31 00:00:00
1973,9,1973-12-31 00:00:00
1973,100,1973-12-31 00:00:00
1973,106,1973-12-31 00:00:00
1973,14,1973-12-31 00:00:00
1973,30,1973-12-31 00:00:00
1973,84,1973-12-31 00:00:00
1973,69,1973-12-31 00:00:00
1973,143,1973-12-31 00:00:00
1973,27,1973-12-31 00:00:00
1973,21,1973-12-31 00:00:00
1974,96,1974-12-31 00:00:00
1974,6,1974-12-31 00:00:00
1974,79,1974-12-31 00:00:00
1974,88,1974-12-31 00:00:00
1974,145,1974-12-31 00:00:00
1974,74,1974-12-31 00:00:00
1974,129,1974-12-31 00:00:00
1974,143,1974-12-31 00:00:00
1974,80,1974-12-31 00:00:00
1974,120,1974-12-31 00:00:00
1974,23,1974-12-31 00:00:00
1974,104,1974-12-31 00:00:00
1974,70,1974-12-31 00:00:00
1974,36,1974-12-31 00:00:00
1974,112,1974-12-31 00:00:00
1974,27,1974-12-31 00:00:00
1974,53,1974-12-31 00:00:00
1974,109,1974-12-31 00:00:00
1974,35,1974-12-31 00:00:00
1974,61,1974-12-31 00:00:00
1974,14,1974-12-31 00:00:00
1974,67,1974-12-31 00:00:00
1974,136,1974-12-31 00:00:00
1974,3,1974-12-31 00:00:00
1974,114,1974-12-31 00:00:00
1974,107,1974-12-31 00:00:00
1974,50,1974-12-31 00:00:00
1974,146,1974-12-31 00:00:00
1974,75,1974-12-31 00:00:00
1974,93,1974-12-31 00:00:00
1974,115,1974-12-31 00:00:00
1974,51,1974-12-31 00:00:00
1974,59,1974-12-31 00:00:00
1974,60,1974-12-31 00:00:00
1974,1,1974-12-31 00:00:00
1974,100,1974-12-31 00:00:00
1974,135,1974-12-31 00:00:00
1974,131,1974-12-31 00:00:00
1974,111,1974-12-31 00:00:00
1974,68,1974-12-31 00:00:00
1974,87,1974-12-31 00:00:00
1974,37,1974-12-31 00:00:00
1974,127,1974-12-31 00:00:00
1974,123,1974-12-31 00:00:00
1974,47,1974-12-31 00:00:00
1974,92,1974-12-31 00:00:00
1974,84,1974-12-31 00:00:00
1974,95,1974-12-31 00:00:00
1974,63,1974-12-31 00:00:00
1974,34,1974-12-31 00:00:00
1974,132,1974-12-31 00:00:00
1974,103,1974-12-31 00:00:00
1974,116,1974-12-31 00:00:00
1974,139,1974-12-31 00:00:00
1974,124,1974-12-31 00:00:00
1974,91,1974-12-31 00:00:00
1974,10,1974-12-31 00:00:00
1974,48,1974-12-31 00:00:00
1974,22,1974-12-31 00:00:00
1974,141,1974-12-31 00:00:00
1974,142,1974-12-31 00:00:00
1974,29,1974-12-31 00:00:00
1974,18,1974-12-31 00:00:00
1974,62,1974-12-31 00:00:00
1974,125,1974-12-31 00:00:00
1974,83,1974-12-31 00:00:00
1974,98,1974-12-31 00:00:00
1974,77,1974-12-31 00:00:00
1974,140,1974-12-31 00:00:00
1974,52,1974-12-31 00:00:00
1974,19,1974-12-31 00:00:00
1974,25,1974-12-31 00:00:00
1974,46,1974-12-31 00:00:00
1974,20,1974-12-31 00:00:00
1974,26,1974-12-31 00:00:00
1974,138,1974-12-31 00:00:00
1974,56,1974-12-31 00:00:00
1974,117,1974-12-31 00:00:00
1974,72,1974-12-31 00:00:00
1974,30,1974-12-31 00:00:00
1974,43,1974-12-31 00:00:00
1974,40,1974-12-31 00:00:00
1974,128,1974-12-31 00:00:00
1974,55,1974-12-31 00:00:00
1974,11,1974-12-31 00:00:00
1974,13,1974-12-31 00:00:00
1974,133,1974-12-31 00:00:00
1974,21,1974-12-31 00:00:00
1974,64,1974-12-31 00:00:00
1974,108,1974-12-31 00:00:00
1974,101,1974-12-31 00:00:00
1974,85,1974-12-31 00:00:00
1974,9,1974-12-31 00:00:00
1974,5,1974-12-31 00:00:00
1974,33,1974-12-31 00:00:00
1974,99,1974-12-31 00:00:00
1974,44,1974-12-31 00:00:00
1974,76,1974-12-31 00:00:00
1974,2,1974-12-31 00:00:00
1974,119,1974-12-31 00:00:00
1974,71,1974-12-31 00:00:00
1974,17,1974-12-31 00:00:00
1974,58,1974-12-31 00:00:00
1974,38,1974-12-31 00:00:00
1974,82,1974-12-31 00:00:00
1974,15,1974-12-31 00:00:00
1974,28,1974-12-31 00:00:00
1974,94,1974-12-31 00:00:00
1974,57,1974-12-31 00:00:00
1974,31,1974-12-31 00:00:00
1974,144,1974-12-31 00:00:00
1974,102,1974-12-31 00:00:00
1974,45,1974-12-31 00:00:00
1974,66,1974-12-31 00:00:00
1974,130,1974-12-31 00:00:00
1974,122,1974-12-31 00:00:00
1974,4,1974-12-31 00:00:00
1974,39,1974-12-31 00:00:00
1974,110,1974-12-31 00:00:00
1974,118,1974-12-31 00:00:00
1974,137,1974-12-31 00:00:00
1974,81,1974-12-31 00:00:00
1974,7,1974-12-31 00:00:00
1974,106,1974-12-31 00:00:00
1974,73,1974-12-31 00:00:00
1974,49,1974-12-31 00:00:00
1974,54,1974-12-31 00:00:00
1974,16,1974-12-31 00:00:00
1974,65,1974-12-31 00:00:00
1974,90,1974-12-31 00:00:00
1974,86,1974-12-31 00:00:00
1974,24,1974-12-31 00:00:00
1974,42,1974-12-31 00:00:00
1974,41,1974-12-31 00:00:00
1974,69,1974-12-31 00:00:00
1974,97,1974-12-31 00:00:00
1974,126,1974-12-31 00:00:00
1974,12,1974-12-31 00:00:00
1974,113,1974-12-31 00:00:00
1974,121,1974-12-31 00:00:00
1974,78,1974-12-31 00:00:00
1974,89,1974-12-31 00:00:00
1974,8,1974-12-31 00:00:00
1974,32,1974-12-31 00:00:00
1974,134,1974-12-31 00:00:00
1974,105,1974-12-31 00:00:00
1975,4,1975-12-31 00:00:00
1975,50,1975-12-31 00:00:00
1975/76,107,1975-12-31 00:00:00
1975/76,134,1975-12-31 00:00:00
1975/76,106,1975-12-31 00:00:00
1975/76,140,1975-12-31 00:00:00
1975/76,123,1975-12-31 00:00:00
1975,47,1975-12-31 00:00:00
1975/76,59,1975-12-31 00:00:00
1975/76,47,1975-12-31 00:00:00
1975,69,1975-12-31 00:00:00
1975,33,1975-12-31 00:00:00
1975/76,9,1975-12-31 00:00:00
1975,54,1975-12-31 00:00:00
1975,10,1975-12-31 00:00:00
1975/76,88,1975-12-31 00:00:00
1975/76,118,1975-12-31 00:00:00
1975/76,144,1975-12-31 00:00:00
1975,24,1975-12-31 00:00:00
1975,11,1975-12-31 00:00:00
1975/76,132,1975-12-31 00:00:00
1975/76,41,1975-12-31 00:00:00
1975/76,24,1975-12-31 00:00:00
1975,22,1975-12-31 00:00:00
1975/76,100,1975-12-31 00:00:00
1975/76,19,1975-12-31 00:00:00
1975/76,18,1975-12-31 00:00:00
1975,48,1975-12-31 00:00:00
1975,2,1975-12-31 00:00:00
1975/76,101,1975-12-31 00:00:00
1975/76,116,1975-12-31 00:00:00
1975,98,1975-12-31 00:00:00
1975/76,130,1975-12-31 00:00:00
1975,60,1975-12-31 00:00:00
1975/76,48,1975-12-31 00:00:00
1975/76,65,1975-12-31 00:00:00
1975/76,112,1975-12-31 00:00:00
1975,64,1975-12-31 00:00:00
1975,19,1975-12-31 00:00:00
1975/76,82,1975-12-31 00:00:00
1975/76,109,1975-12-31 00:00:00
1975,83,1975-12-31 00:00:00
1975,94,1975-12-31 00:00:00
1975/76,72,1975-12-31 00:00:00
1975/76,29,1975-12-31 00:00:00
1975,46,1975-12-31 00:00:00
1975/76,10,1975-12-31 00:00:00
1975/76,142,1975-12-31 00:00:00
1975,17,1975-12-31 00:00:00
1975/76,56,1975-12-31 00:00:00
1975,41,1975-12-31 00:00:00
1975,75,1975-12-31 00:00:00
1975/76,91,1975-12-31 00:00:00
1975,77,1975-12-31 00:00:00
1975/76,32,1975-12-31 00:00:00
1975,39,1975-12-31 00:00:00
1975/76,129,1975-12-31 00:00:00
1975/76,14,1975-12-31 00:00:00
1975/76,141,1975-12-31 00:00:00
1975,51,1975-12-31 00:00:00
1975/76,8,1975-12-31 00:00:00
1975,20,1975-12-31 00:00:00
1975/76,16,1975-12-31 00:00:00
1975,16,1975-12-31 00:00:00
1975/76,30,1975-12-31 00:00:00
1975/76,151,1975-12-31 00:00:00
1975/76,58,1975-12-31 00:00:00
1975/76,93,1975-12-31 00:00:00
1975,44,1975-12-31 00:00:00
1975/76,124,1975-12-31 00:00:00
1975,28,1975-12-31 00:00:00
1975,37,1975-12-31 00:00:00
1975/76,127,1975-12-31 00:00:00
1975/76,105,1975-12-31 00:00:00
1975/76,139,1975-12-31 00:00:00
1975,29,1975-12-31 00:00:00
1975,15,1975-12-31 00:00:00
1975,87,1975-12-31 00:00:00
1975,68,1975-12-31 00:00:00
1975/76,61,1975-12-31 00:00:00
1975/76,23,1975-12-31 00:00:00
1975/76,21,1975-12-31 00:00:00
1975,78,1975-12-31 00:00:00
1975/76,11,1975-12-31 00:00:00
1975/76,7,1975-12-31 00:00:00
1975,18,1975-12-31 00:00:00
1975/76,34,1975-12-31 00:00:00
1975,91,1975-12-31 00:00:00
1975/76,45,1975-12-31 00:00:00
1975/76,138,1975-12-31 00:00:00
1975/76,20,1975-12-31 00:00:00
1975/76,22,1975-12-31 00:00:00
1975/76,69,1975-12-31 00:00:00
1975/76,86,1975-12-31 00:00:00
1975,59,1975-12-31 00:00:00
1975/76,149,1975-12-31 00:00:00
1975/76,75,1975-12-31 00:00:00
1975/76,50,1975-12-31 00:00:00
1975/76,36,1975-12-31 00:00:00
1975,93,1975-12-31 00:00:00
1975/76,37,1975-12-31 00:00:00
1975/76,5,1975-12-31 00:00:00
1975/76,46,1975-12-31 00:00:00
1975/76,33,1975-12-31 00:00:00
1975/76,55,1975-12-31 00:00:00
1975,3,1975-12-31 00:00:00
1975/76,152,1975-12-31 00:00:00
1975/76,12,1975-12-31 00:00:00
1975/76,74,1975-12-31 00:00:00
1975,92,1975-12-31 00:00:00
1975,42,1975-12-31 00:00:00
1975/76,108,1975-12-31 00:00:00
1975/76,77,1975-12-31 00:00:00
1975,82,1975-12-31 00:00:00
1975/76,6,1975-12-31 00:00:00
1975/76,60,1975-12-31 00:00:00
1975/76,148,1975-12-31 00:00:00
1975,81,1975-12-31 00:00:00
1975/76,2,1975-12-31 00:00:00
1975,90,1975-12-31 00:00:00
1975,58,1975-12-31 00:00:00
1975/76,73,1975-12-31 00:00:00
1975/76,43,1975-12-31 00:00:00
1975,73,1975-12-31 00:00:00
1975,99,1975-12-31 00:00:00
1975,8,1975-12-31 00:00:00
1975/76,51,1975-12-31 00:00:00
1975,101,1975-12-31 00:00:00
1975/76,95,1975-12-31 00:00:00
1975/76,122,1975-12-31 00:00:00
1975/76,90,1975-12-31 00:00:00
1975,76,1975-12-31 00:00:00
1975,86,1975-12-31 00:00:00
1975,34,1975-12-31 00:00:00
1975,95,1975-12-31 00:00:00
1975/76,4,1975-12-31 00:00:00
1975/76,67,1975-12-31 00:00:00
1975/76,57,1975-12-31 00:00:00
1975/76,28,1975-12-31 00:00:00
1975,13,1975-12-31 00:00:00
1975/76,103,1975-12-31 00:00:00
1975/76,98,1975-12-31 00:00:00
1975/76,64,1975-12-31 00:00:00
1975/76,53,1975-12-31 00:00:00
1975,21,1975-12-31 00:00:00
1975/76,131,1975-12-31 00:00:00
1975/76,119,1975-12-31 00:00:00
1975/76,35,1975-12-31 00:00:00
1975,63,1975-12-31 00:00:00
1975/76,85,1975-12-31 00:00:00
1975/76,99,1975-12-31 00:00:00
1975,84,1975-12-31 00:00:00
1975,6,1975-12-31 00:00:00
1975/76,62,1975-12-31 00:00:00
1975/76,63,1975-12-31 00:00:00
1975,85,1975-12-31 00:00:00
1975/76,76,1975-12-31 00:00:00
1975/76,25,1975-12-31 00:00:00
